slang_term,standard_translation,source,confidence_score,upvotes,context_category,region,created_at,slang_length,standard_length
Boston’s Law,"Derived from ’s Law, Boston’s Law states that as an online argument with a grows longer and more , it becomes increasingly likely that they will bring up the fact that they have won five Superbowls",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,197
Boston’s Law,"Person: “Bro, I bet the [Raiders] smoke y’all this year.""

[Patriots Fan]: “Fuck you, let me know when you have 5 Superbowl rings, I masturbate to Tom Brady, but use [my left hand] because my right is full on rings.”

Person: “Damn dude, I guess that’s why they call it Boston’s Law",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,282
B-Town,short for are,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,13
Bedewski,After a night of,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,16
LeGagne,"Adjective; Something , , or cool, typically preformed in an way",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,63
gator bark,When someone cuts a sharp fart in or,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,36
Yukon Dew,"Yukon Dew is a mixed-drink, created by mixing equal parts whiskey and Mountain Dew soda",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,87
Tharped Up!,"The act of being stupid, careless or just plain idiotic",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,55
nirdle,"noun: to be used in awkward situations, much like the """" definition: noun describing an awkward//strange person (usually sarcastic) also can be an adverb- ""nirdly""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,163
nirdle,My [roommate] is a nirdle because she [dresses] up to [go to class].,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,68
Action Rocker,A used to calling people from the,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,33
Haneera,It is used to describe a who is smart at times and loving all the time,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,70
Haneera,Me: [Damn] is that Haneera? [oof] she is [Hot],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,46
deboobulate,to remove someones breasts either or when they are upper feminine,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,65
Peutch,A word that can be effectively utilised to by replacing any other given a sentence,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,82
Hansai,"A handsome man he is intelligent , kind,talented and goal oriented he is",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,72
Emma,She is the most beautiful thing in the world,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,44
Caney Creek,"A high school in , Texas often confused with High school",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,56
Caney Creek,"Person 1: ""You went to [New Caney]?""
Person 2: ""No, Caney Creek [High school], it is in [Conroe].""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,99
IMail,"An ""IMail"" is an that is much longer than your standard or even one sentence message",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,84
IMail,[Chatting] with [Steph] is so [annoying]. She's always replying with these loooong IMails!,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,90
Karnezar,"One who is defined by seemingly out of nowhere, being a between two or more arguers, most likely to either end the argument or prove both persons wrong",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,151
Dragonforce,a shitty power/speed metal band from england,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,44
Dragonforce,"[dragonforce] fan: dragonforce kicks ass. i saw their show last night and it was so epic

me: and by epic, you mean 5 minutes of erratic, off tempo [power chords] repeated several times, with the two guitarists barely keeping up with the pace of the music, not able to play the solos on they recorded [in the studio] and heavily edited to make them sound at least slightly musical?",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,381
trogdor,"With the 2003 release of music cd, took on new meaning thanks to the official Trogdor song",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,90
bloat talk,Typical YouTube video where it is too long for content,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,54
bloat talk,YouTube is becoming [99]% bloat talk [and 1]% creative [content].,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,65
Bloody Osama,The act of with a woman who is on her period and then into her,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,62
chrisshelly,chrisshelly is most girl in,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,27
chrisshelly,[Chrisshelly] is [beutiful],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,27
Lettuce,"The of a political , particularly as UK",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,39
Lettuce,[Liz Truss] had [seven days] in control. That is the [shelf-life] of a lettuce.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,79
thooterbopski,A woman that around with multiple men doing with them,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,53
December 3,Text I love you and ask them to go out with you everyone that do it is #be bold,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,79
demi fart,[Ew] that demi fart is [spreading] her [legs] all over town!,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,60
Deeshita,"She will be one of the most sensitive person you'll ever meet, but she will always your side whenever you need her",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,114
Stud Reaper,who f/w a,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,9
Bud Light,"The beer used to of good, but now it has become a beer where, if you , will magically appear around you",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,103
Bud Light,"Bro 1: *Drinks Coors Light beer
Bro 2: *Drinks [Modelo] beer
Bro 3: *Starts Drinking Bud Light
Bro 1 and 2: Noooo! Don't drink that!
Bro 3: *Finishing Bud Light.

Why not?

Bro 1 and 2: Because of (censor playing Transformers theme. Transformers [robots in disguise]!)dress.

Bro 3: [I feel funny]. *Dress appears.

(Transformsers theme plays in the background). *Becomes Trans-(formers)
Trans-(former) 3: Noooooo!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,419
the kevin,"Euphemism for the """,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,19
the kevin,"Yo, [screw it], [ima] [go on] the kevin this weekend!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,53
arrowphobia,"An irrational and unfounded fear of , stemming from an inability to read arrows while Cart",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,90
skrim,for,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,3
Lavine,A with elegance and flawless beauty,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,35
Baff-Shit,"Baff-Shit- , , just in general (everything you don't want in a place)",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,69
Baff-Shit,"[Fam] this city is full of Baff-Shit, [I ain't] [coming back] here!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,67
Berfin,"She's the prettiest, coolest, kindest girl you will ever meet",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,61
Berfin,"[Oh wow]... this person is a Berfin!

I need a Berfin [in my Life].
What a Berfinlicious [butt]!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,97
BNK,"abbreviation for ""Big Noon Kickoff""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,35
BNK,"[Hey Chris], are you ready to watch BNK? I've got a [suitcase] of [Keystone Light].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,83
Reclected,"The when you remember something after saying "" of that""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,55
erkatie,"of """" and """"",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,12
as gay as the day is long,Its a quote from Friend TV Show Episode 17,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,25,42
as gay as the day is long,[Look at] him He is as gay as the day is long! [XD],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,25,51
How old are you,You ask someone this when they ’t there,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,39
trolling idiot,An idiot who manages to around and generally like a troll in whatever /fictional book you like,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,94
Kira,is a very freaky loving an caring girl and will fight her like her boyfriend don't ever try a girl name unless you want to burn in hell kira is a sexy sucking girl that will change your life kira is a loyal girl friend that everyone needs to have as there bae so if you want a freaky cute girlfriend your looking for kira,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,321
national bully mason day: the prelude,You people named because they date women,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,37,40
Panda,"While a blowjob, both eyes until they get a grey-black",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,54
Panda,I made [a Panda] with [my girlfriend] and we [ended] up discussing.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,67
FUSMC,"Fuck yoU, Suck My Cock Yet another acronym by Marines, this is only to be used when dealing with motivated, or ""moto"", who everyone else with their faggotry",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,156
FUSMC,"Gunny: All right dicksucks, until we find that lost pair of NVGs, [libo] is secured for the rest of the weekend. I don't give a fuck if you, your wives/GFs or kids planned a weekend getaway. You'd best find my NVGs!

*finds them in his [seabag]*

Gunny: Ha ha! That was silly of me! Weekends, rah?

[LCpl]: FUSMC Gunny.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,319
Ally,is a horrible girl,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,18
Ally,"Dude that girl is such an [ally]
[Stay] away from her she’s an ally
She’s hot, [yea] she’s an ally",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,100
Freaks Are Creeps,A statement that is said when coming across or elaborating on a subject about a freak who isn't actually a real freak,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,17,117
Freaks Are Creeps,"Dude: Help me! I'm horny!

Lady: You're always horny. Has there ever been a time when you're not???

Dude: No! Why?

Lady: Because, it isn't mentally healthy to feel this way or have sexual thoughts [on the brain]; all day everyday. I like sex too and I understand that us people sometimes get in our freakish moods, but it should never stay there for a long period of time. The sexual urges are supposed to come and go.

Dude: If I'm not mistaken, you said you like sex; right?

Lady: Yes I did!

Dude: But you're insulting me because I enjoy it

Lady: No I'm not and sex isn't the problem! It's just the way we look at it. You're obviously unstable and need to seek help immediately; if you allow sex to gain so much power over you to a point where... Number one: It starts to affect the relationship between you and the people you're close with! Number two: Can not hold a decent conversation with someone else without talking dirty and acting like a pig... Or worse, throwing [bitch fits]; if they refuse satisfy your sexual needs!!!! And number three: Too distracted to concentrate on what is important, when it's time to get serious.

Dude: So you're calling me crazy?

Lady: I'm calling you sick. ""[Freaks are creeps]!""

Dude: Wtf who says [freaks are creeps]?

Lady: starlight.sl1996 said it!

Dude: You mean, Carol Anne?

Lady: Yes but not the Carol Anne from [Poltergeist].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,17,1383
marqavion,"Smart, funny, kind man handsome",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,31
marqavion,[Marqavion] is a very [sweet] [young man],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,41
hoop-la!,"playing your local hispanic radio station at MAX volume w/ windows down, while driver and passenger act like idiots, 3rd or is not required, but highly recomended for maximum fun and pleasure! one person MUST have a and play with",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,229
autogynephilia,The name for a discredited theory that transgender women are merely sexual perverts,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,83
autogynephilia,"""All [trans women] have autogynephilia. They're all [disgusting] and should not be [allowed] near children.""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,108
mufunga,A fun and individual,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,20
Allie,"or """"",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,5
Allie,"[Chav] - ""Isn't she [peng]?""
Another [chav] - ""[allie]""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,56
Doughnut,"A term used to describe thought patterns in which a person enters a thought , as though their thoughts were a",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,109
Doughnut,[Cory] was drunk and his brain [began] to [doughnut],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,52
gayau,-chinglish (informal language in which people combine and english: used by lots of hong kong teenagers while texting cuz we are too lazy to type in ) for cantonese word 加油 -similar meaning to or fighting or you can do it!,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,221
lube disguise,you bring to the checkout so you aren't just buying a bottle of,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,63
lube disguise,"[I ran] out of lube but didn't need anything else, so I [grabbed] some [toothpaste] as lube disguise.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,101
.makisupremacy._,"they're a and theyre so hot and make good videos their most used tag is # 🤭 they like piss and hate cats because they the shit out of them 😟 they're also 5,5 (very short)",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,170
.makisupremacy._,.makisupremacy._ is [sexy] and [hot],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,36
Ricky Lewis,"To , with considerable ease and",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,31
Ricky Lewis,"""You come [one step closer] and I'll Ricky Lewis [your ass]!""

""Ok, Ok I'll [back off]!""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,90
grax,"Word used to mean gossip in slang in India, primarily by the 2000+ strong network of the XLRI",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,93
grax,"1. What's the grax on this [babe] and that dude?
2. Start [studying] and don't [waste] all your time graxing!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,110
Homework,"Hellish, Ominous Mound of Extremely and Redundant",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,49
Ham,"Cute, or animal",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,15
Ham,"""Oh my, what a [ham] you are, [little man]!"" -to a baby

""Who is a good little ham? You are!"" - to [a puppy]",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,108
King's Quest,"A game series marketed initially by Sierra On-Line and is now owned by Universal, originally made during the 1980s and early 1990s that was really cool until the fifth installment, when it just became damn near impossible to solve without a strategy guide",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,255
Amelia,🖤,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,1
guFF,An unusually having,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,19
Play Station 6,An,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,2
Play Station 6,"The [FBI] is after me, im not [supposed to] have this Play Station 6 but [i do]",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,79
Conzize,A who has contributed to 500k visits,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,36
Asmhan,Crazy threatens people but has a lot of money you could use her for with makes rude jokes about people like “her bbl is backwards” caring friend but it would be a problem if Asmhan gets on,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,188
Asmhan,Asmhan [is crazy],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,17
Wankoverable,Something or someone that one would happily his (or her) horn to for sexual pleasure or pain,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,92
Wankoverable,"1) That picture of your little sister is [wankoverable]

2) That [tablecloth] is so wankoverable, I mean it will conveniently [catch all] my semen and I don't have to clean up afterwards. By the way, thanks for inviting me over for dinner",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,238
Formica,Singer Running Around In A Scottish And A Blonde,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,48
Formica,"[chrissy]: was that [formica] i just saw in that [kilt] i made for him?

Monica: yeah you know how that italian is, btw how was ur vocal lesson with him this week?",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,165
shootin,to or at someone with,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,21
shootin,[dat nigga] shootin he gonna [make fun of] me watch imma start shootin on his [momma].,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,86
woot to the head,"from the map , an audio file stated 'Boot To The Head' and members thought it was saying 'Woot To The Head'",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,107
Bailey,A girl who has HUGE ! Every boy is in love with her and she has many,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,68
Pulling a Trump,to your no matter how you are,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,29
Pulling a Trump,"Gary: ""There are 8 days [in a week]."" Frank: ""No Gary there are 7: monday, tuesday, [wednesday, thursday, friday], saturday, and sunday. That is 7."" Gary: ""Nah man, sunday counts twice."" Frank: ""Quit [pulling a trump] and admit you're wrong""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,241
mingetits,a general exclamation apt for a variety of situations,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,53
mingetits,"1) holy fuckin' mingetits my dicks got bigger.
2) holy mingetits this [rollercoaster] is [gully].
3) holy fuckin' mingetits
4) I'm as bored as a mingetit. 
5) [that'll] be 5 mingetits please.
6) mum my old mingetit!
7) you mingetit you dropped the house.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,260
Waddiez,for 'What's up',urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,15
dushyanth,Name or ( no variations) means Name of a King; Peace; Destroyer of Evil; Raja Father of Prince,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,94
dushyanth,"Person with name [Dushyanth] are with a wider fame. They will be one of their kinds. These people have a love for experiencing new things. They can take part in [expedition] of invention. In their marital life they can never be happy. While reaching the midpoint of their lives, they may realize that it is impossible to live with their spouses. It is advisable to them that they should stop [compromising] and leave their partners",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,431
n00b,"Something as , except about the term don't want to learn, they ask for trouble and will be the first one to laugh at someone who",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,128
Francy,It can mean a number of things: 1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,33
BoysGirls,"In Boys Definition - Girls Only Want their Money - Boys Wouldnt Even Talk to Girl If they dont Have Vagina - Size Does Matter For Girls , yeah The Size Of ur Wallet - After Boys Got What They Want aka Cum",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,204
sorry,"when you have made someone hard,you in a manner",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,47
Strawb,A in which the tobacco is flavored,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,34
Skat,When you're skinny and fat Skinny+Fat= Skat (to my sized we finally ),urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,69
Pineapple,"A to replace the phrase """" in order to avoid alerting participants",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,66
Pineapple,"New Female [coworker] at [demonstration]: ""This is my first time, so [take it slow].""

Male coworker to other coworkers: ""Pineapple!""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,133
orlania,"something or someone beautiful, always and sweet but dont their bad side",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,72
Roadhouse Ent.,"Dirty south record label since 2009 that originated in Fayetteville, AR",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,71
Brambleberry,"Brambleberry is a medicine cat from the series, by",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,50
wifeopath,"A woman who has transformed from the sweet, lovely, kind, understanding person the husband thought she was on the wedding day, to a cold, , heartless, selfish after a long or short period of marriage",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,199
wifeopath,"[Helmut]: What happened last night? You left in a hurry.
[Didier]: Sorry ['bout that]. The wife had had a bottle of wine before we came out, and decided that 10.50 on a Friday night was a perfect time to tell me, completely out of the blue, that she she was not happy, and wants to live on her own.
Helmut: Thats rough.
Didier: Yes it is. When we got home, she shouted at me for half an hour because the barmaid was female, and threw a lightbulb at my head.
Helmut: She sounds like a wifeopath!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,498
Zoe lagroomer,A amazing liar who said and a Child,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,35
Zoe lagroomer,[Oh my god] is that Zoe lagroomer the [cheating] [groomer],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,58
CK,Class It serves as a to the teacher to in class,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,2,47
Nig knob,of an,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,5
Nig knob,"Chris: Damn dude you got nig breath from [slobbing] on [nig knob]!
Daniel: [Ya right] dogg the only one who sucks nig knob is Nick.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,132
2C4R,Second-cousin-four-times-removed,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,32
2C4R,My 2C4R is [a good person].,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,27
furry,who is very weird and should not,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,32
Game Flush,While playing a game/watching a movie etc,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,41
Papa Hex,is an weeb with a daddy kink,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,28
Papa Hex,"That guy [in the corner] looks so creepy.
Oh yeah, he's such a [papa Hex], looking at goth and emo hentai. His boyfriend is [terrifying].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,138
eippa,for getting,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,11
(add name) - ify,"(add name) - {(name varies)-uh-fahy} —Verb (used with object), -fied, fy-ing",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,76
laparis,who,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,3
laparis,[damn] laparis [took] my [women],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,32
bald headed sally,woman who her,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,17,13
ban him,"This term means that the subject of the person you are talking to is , , or cringe",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,82
simp,", you're the definition of the word simp",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,40
simp,"egirl6942: OMG thank you big_hot_spunk_hunk for [the 300]$ [dollar] [donation]!!
big_hot_spunk_hunk: happy simp noises",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,119
Acid Baptism,The act of tripping on large of Acid and having a that causes of body experience and constipation,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,97
Acid Baptism,Oh man. this has been a weekend like [no other]. My Acid Baptism has caused me to [rethink] [my existence] and yours.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,117
South Hudson Institute of Tehnology,"The US Military Academy at , NY",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,35,31
A bit [Gary],1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,1
A bit [Gary],"It was very generous of her to [turn up] and start helping out with our renovations...it was a bit [Gary] of her.

We were surprised he came to help on [the carwash]...it was a bit Gary and very much appreciated.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,212
2016,and saddest ever to be,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,22
2016,"Teacher: How was 2016 kids?
Kids: It was horrible.
Teacher: Why is that?
Kids: Trump, Hottest year ever, ETC.
Teacher: Well what was [the good thing]?
Kids: Won't happen for another [8 years]. Only [the movies].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,216
Tynon,a person who makes people and is also at the same time,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,54
depression,you get when and spawns in another guys house,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,45
Darwins,A black male who enjoys food,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,28
Darwins,Did you see that [boy] [eat]? He is [truly] a Darwins.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,54
Swan,"Is an irritating creature that does nothing but , , eat and",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,59
FrogzLord,"FrogzLord is a really nice person, and the Lord of do not them",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,62
FrogzLord,FrogzLord is [swag],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,19
mocklove,"A noun referring to a rare behaviour entertained by a minority subculture of men who have sex with men where, in a context two people engage in coitus whilst verbally expressing their mutual desires for deep intimacy and connection to each other in the moment, casually",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,269
Lil Aizy,A music artist with a serious in,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,32
instinct,"One of three Pokemon Go teams, up until now (08/10/2016) it has been the underdog and least popular, after and",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,110
Rupkotha,Rupkotha a political probably obsesses over the USSR and likes History,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,70
Rupkotha,"Man 1 : [Hey dude] did you see the popular [communist] girl?
Man 2 : Hell [yaaaa]! She is definitely a Rupkotha!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,113
k-o-l-t,k-o-l-t- it for like,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,20
Greening off,When you while you are,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,22
pepperjack,who plays on his,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,16
pepperjack,"Person 1- [oh] he's so [trash]
person 2- yeah he [probably] is a pepperjack",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,76
December 2nd,December 2nd is !! Participate by,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,33
December 2nd,[Imma] [miss] [school] on December 2nd,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,38
chode,"a penis, as long",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,16
Missy,A who,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,5
Missy,"[Aww] Missy your so cute! [Woobie], your [cuter]",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,48
ur mom,ur mom,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,6
romyr,[Kayla] is [feelin] romyr.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,26
three loves,"Peace,",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,6
Technillogical,1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,1
Technillogical,"Geek1: ""You don't need to upgrade to [Windows Vista], dude!""
Geek2: ""Why not?""
Geek1: ""[Vista] is Technillogical right now. [XP] is still fine. World of Warcraft looks just as good on XP.""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,190
Trumpathetic,1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,1
Trumpathetic,AskingJapanese PM to [nominate] you for the [Nobel Peace Prize] is [trumpathetic].,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,82
DNA triangle,"so I had this chick [spread eagle] on my bed the other day and what came [to my head]? All I was thinking was DNA triangle and a thought came to me playing in the hay. And what did I do next,I pulled the monkey out of [the vortex]. A couple of strokes and it went stroke one D stroke two N stroke three A! And it all comes back full triangle.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,342
